"LOCATION_CODE","Occupancy_Right_Desc","OWNED_OR_LEASED_INDICATOR","REGION_CODE","STREET_ADDRESS","CITY","STATE_CD","ZIPCODE5","Latitude","Longitude","BUILDING_RSF","BLD_VACANT_RSF","YEAR_BUILT","WALK_SCORE","TRANSIT_SCORE","CONGRESSIONAL_DISTRICT_CODE","Fed_POC","Fed_POC_Email","SENATOR1","SENATOR1_URL","SENATOR2","SENATOR2_URL","REPRESENTATIVE","REPRESENTATIVE_URL","LEASE_NUM","LEASE_EFFECTIVE_DATE","LEASE_EXPIRATION_DATE"
"MD1077","Leased","L","3","116-118 WEST MAIN STREET","SALISBURY","MD","21801","38.365487","-75.600791","2,384","0","1920","80","24","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD1077","Leased","D","3","116-118 WEST MAIN STREET","SALISBURY","MD","21801","38.365487","-75.600791","2,384","0","","80","24","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","LMD09383","5/4/2011","5/3/2026"
"MD0070","Owned","F","11","4510 SILVER HILL RD","SUITLAND","MD","20746","38.8466635","-76.931753","5,360","5,534","1937","50","62","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1870","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","39.0336803","-76.986098","829","0","2011","50","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0339","Owned","F","11","8501E MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","4,828","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0190","Leased","L","11","9140 E HAMPTON DR","CAPITOL HEIGHTS","MD","20743","38.88497","-76.848741","45,601","0","2000","41","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0190","Leased","D","11","9140 E HAMPTON DR","CAPITOL HEIGHTS","MD","20743","38.88497","-76.848741","45,601","0","","","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00739","12/21/2023","12/20/2033"
"MD0502","Leased","L","3","828 AIRPAX RD","CAMBRIDGE","MD","21613","38.55186","-76.052871","9,542","0","2000","34","","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD0502","Leased","D","3","828 AIRPAX RD","CAMBRIDGE","MD","21613","38.55186","-76.052871","9,542","0","","34","","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","LMD00125","6/30/2017","6/29/2027"
"MD0502","Leased","D","3","828 AIRPAX RD","CAMBRIDGE","MD","21613","38.55186","-76.052871","9,542","0","","34","","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","LMD11349","9/3/2013","9/2/2028"
"MD1896","Leased","L","11","9615 MEDICAL CENTER DR","ROCKVILLE","MD","20850","39.1044259","-77.196556","65,529","0","2000","50","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1896","Leased","D","11","9615 MEDICAL CENTER DR","ROCKVILLE","MD","20850","39.1044259","-77.196556","65,529","0","","50","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00270","10/24/2019","10/23/2034"
"MD0340","Owned","F","11","8501F MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","3,560","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD3000","Leased","L","3","69 THOMAS JOHNSON DR","FREDERICK","MD","21702","39.450501","-77.404887","25,825","0","2000","26","26","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD3000","Leased","D","3","69 THOMAS JOHNSON DR","FREDERICK","MD","21702","39.450501","-77.404887","25,825","0","","","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD00853","3/31/2022","3/30/2037"
"MD0341","Owned","F","11","8501G MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","4,082","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1082","Leased","L","3","30071 BUSINESS CENTER DR","CHARLOTTE HALL","MD","20622","38.49317","-76.769721","7,270","0","2004","38","","2405","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Hoyer, Steny (D)","https://hoyer.house.gov/","","",""
"MD1082","Leased","D","3","30071 BUSINESS CENTER DR","CHARLOTTE HALL","MD","20622","38.49317","-76.769721","7,270","0","","","","2405","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Hoyer, Steny (D)","https://hoyer.house.gov/","LMD00678","3/27/2021","3/26/2036"
"MD0301","Leased","L","11","8455 COLESVILLE RD","SILVER SPRING","MD","20910","38.9953517","-77.02971","64,471","64,471","2000","99","89","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0301","Leased","D","11","8455 COLESVILLE RD","SILVER SPRING","MD","20910","38.9953517","-77.02971","64,471","64,471","","99","89","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD12688","6/20/2015","6/19/2025"
"MD1012","Leased","L","3","2600 LORD BALTIMORE DR","WOODLAWN","MD","21244","39.3276842","-76.750723","155,755","0","2000","39","32","2402","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ruppersberger, C. (D)","https://ruppersberger.house.gov","","",""
"MD1012","Leased","D","3","2600 LORD BALTIMORE DR","WOODLAWN","MD","21244","39.3276842","-76.750723","155,755","0","","39","32","2402","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ruppersberger, C. (D)","https://ruppersberger.house.gov","LMD12192","6/1/2015","5/31/2030"
"MD1123","Leased","L","3","601 E NAYLOR MILL RD","SALISBURY","MD","21804","38.4100426","-75.567108","8,021","0","2000","52","16","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD1123","Leased","D","3","601 E NAYLOR MILL RD","SALISBURY","MD","21804","38.4100426","-75.567108","8,021","0","","52","16","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","LMD12149","7/22/2015","7/21/2025"
"MD0353","Owned","F","11","8501S MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","87","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0531","Owned","F","11","19901 GERMANTOWN RD","GERMANTOWN","MD","20874","39.179871","-77.256396","567,578","0","1957","24","50","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0344","Owned","F","11","8501K MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","4,082","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1105","Owned","F","3","8999 BENNETT CREEK BLVD","FREDERICK","MD","21704","39.313926","-77.348106","268,338","0","2014","3","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD1383","Leased","L","11","12100 PARKLAWN DR","ROCKVILLE","MD","20852","39.05626","-77.109901","78,177","78,177","2000","69","61","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1383","Leased","D","11","12100 PARKLAWN DR","ROCKVILLE","MD","20852","39.05626","-77.109901","78,177","78,177","","69","61","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD02297","6/29/2011","1/30/2025"
"MD1103","Leased","L","3","125 AIRPORT DR","WESTMINSTER","MD","21157","39.60616","-76.999311","6,062","0","1990","27","0","2402","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ruppersberger, C. (D)","https://ruppersberger.house.gov","","",""
"MD1103","Leased","D","3","125 AIRPORT DR","WESTMINSTER","MD","21157","39.60616","-76.999311","6,062","0","","","","2402","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ruppersberger, C. (D)","https://ruppersberger.house.gov","LMD00737","1/2/2023","1/1/2038"
"MD0655","Owned","F","3","CURTIS BAY DEPOT","CURTIS BAY","MD","21226","39.1917363","-76.547564","0","0","1917","4","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1833","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20993","39.036501","-76.982792","0","0","2009","13","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0444","Leased","L","3","707 E ORDNANCE RD","BALTIMORE","MD","21226","39.202281","-76.596264","39,847","0","2000","19","22","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD0444","Leased","D","3","707 E ORDNANCE RD","BALTIMORE","MD","21226","39.202281","-76.596264","39,847","0","","3","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD00110","4/5/2018","4/4/2028"
"MD0546","Owned","F","3","6401 SECURITY BLVD","WOODLAWN","MD","21207","39.3116929","-76.729883","138,239","0","2000","54","56","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0286","Leased","L","11","51 METROPOLITAN CT","GAITHERSBURG","MD","20878","39.1496758","-77.228465","10,313","0","2000","34","41","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0286","Leased","D","11","51 METROPOLITAN CT","GAITHERSBURG","MD","20878","39.1496758","-77.228465","10,313","0","","","","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD00651","8/3/2023","8/2/2033"
"MD1051","Leased","L","3","302 SENTINEL DR","ANNAPOLIS JUNC","MD","20701","39.1218004","-76.773062","40,297","0","2000","18","","2405","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Hoyer, Steny (D)","https://hoyer.house.gov/","","",""
"MD1051","Leased","D","3","302 SENTINEL DR","ANNAPOLIS JUNC","MD","20701","39.1218004","-76.773062","40,297","0","","","","2405","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Hoyer, Steny (D)","https://hoyer.house.gov/","LMD00653","9/2/2022","9/1/2032"
"MD0454","Owned","F","3","7500 SECURITY BLVD","WOODLAWN","MD","21244","39.317949","-76.763984","212,979","0","1995","51","59","2402","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ruppersberger, C. (D)","https://ruppersberger.house.gov","","",""
"MD0827","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20993","39.036501","-76.982792","156,209","0","2010","13","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0395","Leased","L","3","100 S CHARLES ST","BALTIMORE","MD","21201","39.28718","-76.615601","56,179","0","2000","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0395","Leased","D","3","100 S CHARLES ST","BALTIMORE","MD","21201","39.28718","-76.615601","56,179","0","","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00047","3/6/2018","3/5/2028"
"MD0395","Leased","D","3","100 S CHARLES ST","BALTIMORE","MD","21201","39.28718","-76.615601","56,179","0","","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD11348","8/27/2012","8/26/2027"
"MD0395","Leased","D","3","100 S CHARLES ST","BALTIMORE","MD","21201","39.28718","-76.615601","56,179","0","","","","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00469","9/30/2020","9/29/2035"
"MD0044","Owned","F","11","4301 SUITLAND RD","SUITLAND","MD","20746","38.85103","-76.933921","0","0","1958","20","57","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0541","Owned","F","3","6401 SECURITY BLVD","WOODLAWN","MD","21207","39.3116929","-76.729883","219,798","0","1959","54","56","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0354","Owned","F","11","8501U MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","0","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1848","Leased","L","11","5 RESEARCH PL","ROCKVILLE","MD","20850","39.10468","-77.185901","63,852","0","1972","35","42","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1848","Leased","D","11","5 RESEARCH PL","ROCKVILLE","MD","20850","39.10468","-77.185901","63,852","0","","","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00381","11/30/2020","11/29/2035"
"MD0540","Owned","F","11","RTE 118","GERMANTOWN","MD","20874","39.1786987","-77.256948","14,346","0","1957","47","50","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0825","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","39.0337117","-76.98613","301,246","0","2010","50","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0737","Owned","F","11","10905 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","39.0338189","-76.986248","0","0","2000","52","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0547","Owned","F","3","6401 SECURITY BLVD","WOODLAWN","MD","21207","39.3116929","-76.729883","546,749","0","1979","54","56","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD1113","Owned","F","3","8999 BENNETT CREEK BLVD","FREDERICK","MD","21704","39.313926","-77.348106","179","0","2014","3","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0744","Leased","L","3","1099 WINTERSON RD","LINTHICUM HEIGHTS","MD","21090","39.20599","-76.675831","3,500","0","1999","19","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD0744","Leased","D","3","1099 WINTERSON RD","LINTHICUM HEIGHTS","MD","21090","39.20599","-76.675831","3,500","0","","19","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD12135","4/21/2014","4/20/2029"
"MD1324","Leased","L","11","5600 FISHERS LN","ROCKVILLE","MD","20852","39.06196","-77.111791","935,386","0","1968","69","63","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1324","Leased","D","11","5600 FISHERS LN","ROCKVILLE","MD","20852","39.06196","-77.111791","935,386","0","","69","63","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD02293","7/31/2015","7/30/2030"
"MD0509","Leased","L","3","6300 SECURITY BLVD","BALTIMORE","MD","21207","39.31215","-76.726571","123,027","0","2000","43","55","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0509","Leased","D","3","6300 SECURITY BLVD","BALTIMORE","MD","21207","39.31215","-76.726571","123,027","0","","43","55","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00491","1/31/2020","1/30/2035"
"MD1858","Leased","L","11","9609 MEDICAL CENTER DR","ROCKVILLE","MD","20850","39.104762","-77.196566","574,614","0","2010","50","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1858","Leased","D","11","9609 MEDICAL CENTER DR","ROCKVILLE","MD","20850","39.104762","-77.196566","574,614","0","","","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00686","2/6/2023","2/5/2033"
"MD0407","Leased","L","3","200 ST PAUL ST","BALTIMORE","MD","21202","39.29137","-76.614361","36,687","0","2000","99","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0407","Leased","D","3","200 ST PAUL ST","BALTIMORE","MD","21202","39.29137","-76.614361","36,687","0","","99","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD12059","8/9/2012","8/8/2027"
"MD0806","Leased","L","11","809, 811, 841, 843, 845 BRIGHTSEAT ROAD","LANDOVER","MD","20785","38.901975","-76.852367","32,200","0","2000","26","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0806","Leased","D","11","809, 811, 841, 843, 845 BRIGHTSEAT ","LANDOVER","MD","20785","38.901975","-76.852367","32,200","0","","26","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD02304","6/14/2011","2/13/2026"
"MD0345","Owned","F","11","8501L MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","10,915","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1068","Leased","L","3","11841 NEWGATE BLVD","HAGERSTOWN","MD","21740","39.64113","-77.784481","400,140","0","2008","4","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD1068","Leased","D","3","11841 NEWGATE BLVD","HAGERSTOWN","MD","21740","39.64113","-77.784481","400,140","0","","4","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD09305","10/18/2009","10/17/2034"
